age,tenure_months,monthly_charges,total_charges,churn,gender_Male,region_North,region_South,region_West,contract_type_One year,contract_type_Two year,internet_service_Fiber optic,internet_service_No,phone_service_Yes,multiple_lines_No phone service,multiple_lines_Yes,payment_method_Credit card,payment_method_Electronic check,payment_method_Mailed check
0.5245901639344263,0.44285714285714284,0.865259577873362,0.40079019018758444,1.0,False,False,False,False,False,False,False,False,True,False,True,False,True,False
0.18032786885245905,0.7714285714285715,0.8827648294488346,0.701707345644902,0.0,True,True,False,False,False,False,False,False,True,False,True,False,True,False
0.9344262295081968,0.07142857142857142,0.9340802240672201,0.08005556653370614,1.0,False,False,False,False,False,False,True,False,True,False,False,False,False,True
0.34426229508196726,0.5428571428571429,0.6335900770231069,0.3831700612817458,0.0,False,False,True,False,False,False,False,False,False,True,False,False,True,False
0.9836065573770493,0.11428571428571427,0.780334100230069,0.10504749069059405,0.0,True,False,False,False,True,False,True,False,False,True,False,False,False,False
0.7049180327868853,0.44285714285714284,0.6534960488146444,0.32317335078267645,0.0,False,False,True,False,True,False,False,False,True,False,True,True,False,False
0.39344262295081966,0.49999999999999994,0.5283585075522657,0.31215470593873246,1.0,True,False,False,False,False,True,True,False,False,True,False,False,True,False
0.7868852459016394,0.21428571428571427,0.5197559267780334,0.1382075533094391,0.0,False,False,False,True,False,False,True,False,False,True,False,True,False,False
0.42622950819672134,0.15714285714285714,0.012803841152345702,0.030393568670698475,0.0,True,False,True,False,False,False,False,False,True,False,False,False,True,False
0.9508196721311476,0.5714285714285715,0.23176953085925772,0.211868708681561,0.0,False,False,False,True,True,False,False,True,True,False,False,False,False,True
0.6721311475409837,0.9428571428571428,0.028808642592777822,0.18403929415356293,0.0,False,False,True,False,False,False,False,True,True,False,False,False,True,False
0.4426229508196722,0.8142857142857143,0.4497349204761429,0.4443737109711956,0.0,False,False,False,False,False,False,False,False,True,False,True,True,False,False
0.9672131147540984,0.11428571428571427,0.7213163949184755,0.10086698465175663,1.0,False,False,False,True,False,False,True,False,True,False,False,False,False,True
0.24590163934426235,0.22857142857142856,0.9382814844453335,0.2317607231222334,1.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False
0.2295081967213115,0.05714285714285714,0.013404021206361916,0.009992746532120556,1.0,True,False,True,False,False,False,True,False,False,True,False,False,True,False
1.0,0.35714285714285715,0.49064719415824737,0.2094796790488373,0.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False
1.0,0.0,0.6998099429828948,0.007964615382794964,0.0,False,True,False,False,True,False,False,True,True,False,True,True,False,False
0.7540983606557378,0.0,0.6672001600480144,0.009300531408225884,0.0,False,False,False,False,False,True,False,False,True,False,True,False,False,True
1.0,0.4857142857142857,0.752925877763329,0.3963907785112761,1.0,False,False,True,False,False,False,False,True,True,False,True,False,False,False
0.8196721311475411,0.11428571428571427,0.8452535760728219,0.11126441079476947,1.0,True,False,False,True,False,False,True,False,False,True,False,False,True,False
0.7049180327868853,0.5285714285714286,0.9142742822846854,0.4997166059450039,0.0,True,False,False,False,False,False,False,False,True,False,True,True,False,False
0.8852459016393442,0.04285714285714286,0.18025407622286682,0.015300912422362454,0.0,False,False,False,True,False,True,False,False,True,False,False,False,True,False
0.836065573770492,0.7285714285714286,0.95518655596679,0.7100482420694039,1.0,True,False,False,False,False,False,True,False,True,False,False,False,True,False
0.9180327868852459,0.2571428571428571,0.8059417825347606,0.22333344771645924,0.0,False,False,False,False,False,True,False,False,True,False,True,False,True,False
0.032786885245901676,0.05714285714285714,0.8999699909972991,0.06306730579224318,0.0,False,False,False,False,False,False,False,True,True,False,True,True,False,False
0.5901639344262296,0.6714285714285715,0.34310293087926375,0.31069217962568324,0.0,False,False,False,True,True,False,False,True,True,False,True,True,False,False
0.8196721311475411,0.8857142857142858,0.9986996098829648,0.8949880075208879,0.0,True,False,False,True,False,False,True,False,True,False,False,False,False,True
0.09836065573770492,0.5285714285714286,0.012003601080324083,0.09827679848730289,0.0,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0.3278688524590164,0.7285714285714286,0.8707612283685104,0.6610666265931302,0.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False
0.1311475409836066,0.6428571428571429,0.6789036711013303,0.4804245112783735,1.0,False,True,False,False,False,False,False,True,True,False,False,False,True,False
0.6229508196721312,0.11428571428571427,0.13764129238771633,0.033978888030358076,0.0,True,True,False,False,True,False,False,False,True,False,False,True,False,False
0.278688524590164,0.7000000000000001,0.8313494048214465,0.6109620843603164,0.0,True,False,True,False,True,False,False,False,True,False,True,False,True,False
0.04918032786885246,0.9285714285714286,0.7933380014004201,0.7762524064829202,1.0,True,True,False,False,False,False,False,False,True,False,True,False,True,False
0.39344262295081966,0.5285714285714286,0.5394618385515655,0.3349137925934165,0.0,False,False,False,True,False,True,False,True,True,False,False,True,False,False
0.9672131147540984,0.3714285714285714,0.6336901070321097,0.2679452333593259,1.0,True,True,False,False,False,False,False,False,True,False,True,False,False,False
0.21311475409836067,0.2714285714285714,0.12723817145143546,0.07903558459046305,0.0,False,False,False,True,False,True,False,True,True,False,False,False,True,False
0.8032786885245903,0.8714285714285714,0.458037411223367,0.4816941639757051,0.0,True,False,True,False,False,False,True,False,True,False,False,True,False,False
0.9344262295081968,0.21428571428571427,0.03941182354706413,0.04306879671712541,1.0,False,False,False,True,False,True,False,False,False,True,False,False,True,False
0.1311475409836066,0.17142857142857143,0.5771731519455836,0.11870720246878229,0.0,True,False,False,True,False,False,True,False,True,False,False,False,False,False
0.4098360655737705,0.2714285714285714,0.45163549064719416,0.15243168665018764,0.0,False,False,False,True,False,False,False,False,True,False,True,False,True,False
0.8524590163934428,0.32857142857142857,0.08532559767930381,0.08235466736400932,0.0,True,True,False,False,False,False,False,False,False,True,False,True,False,False
0.016393442622950838,0.7000000000000001,0.4118235470641192,0.36171139244101086,0.0,True,False,False,False,False,False,True,False,True,False,False,False,True,False
0.3114754098360656,0.0857142857142857,0.43783134940482143,0.051181321314427784,0.0,True,False,False,True,False,False,False,False,True,False,False,False,False,False
0.4426229508196722,0.39999999999999997,0.7376212863859157,0.32260064630410373,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0.7540983606557378,0.05714285714285714,0.05331599479843957,0.012377043069979991,1.0,True,True,False,False,False,True,False,False,True,False,False,False,True,False
0.9672131147540984,0.4857142857142857,0.6138841652495748,0.33947412949510897,0.0,True,True,False,False,False,True,True,False,True,False,False,False,False,True
0.09836065573770492,0.9142857142857143,0.5128538561568472,0.5487041377898578,1.0,True,False,False,False,False,True,True,False,True,False,True,False,True,False
0.7049180327868853,0.9857142857142858,0.27478243473041913,0.3930539466319889,0.0,True,False,False,False,False,True,False,False,True,False,True,False,True,False
0.9836065573770493,0.0857142857142857,0.7444233269980993,0.07666903715834451,1.0,False,False,False,False,True,False,False,False,False,True,False,False,True,False
0.11475409836065575,0.6142857142857143,0.5629688906672001,0.39746045795059365,1.0,True,False,False,False,False,True,False,False,True,False,False,False,True,False
0.7540983606557378,0.17142857142857143,0.5202560768230469,0.10947056784122361,0.0,False,False,True,False,False,True,False,False,True,False,False,True,False,False
0.5573770491803279,0.5285714285714286,0.952485745723717,0.5174751778756215,0.0,False,False,False,False,False,False,True,False,True,False,True,False,False,True
0.21311475409836067,0.17142857142857143,0.8146443933179954,0.15829954100812557,0.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0.2622950819672132,0.7571428571428571,0.2062618785635691,0.2577962946966855,0.0,False,False,False,False,False,True,True,False,True,False,False,False,False,False
0.5737704918032788,0.6142857142857143,0.3879163749124737,0.3051662913716864,0.0,True,False,False,True,True,False,False,True,True,False,False,True,False,False
0.8032786885245903,0.17142857142857143,0.6628988696608984,0.13358686944822765,1.0,False,False,False,True,False,False,False,True,True,False,True,False,True,False
0.639344262295082,0.34285714285714286,0.5500650195058518,0.2231524068379022,1.0,False,False,False,False,False,False,False,False,True,False,True,False,True,False
0.04918032786885246,0.32857142857142857,0.430629188756627,0.17676097752608236,0.0,False,False,True,False,True,False,True,False,False,True,False,False,True,False
0.016393442622950838,0.39999999999999997,0.9813944183254977,0.40787208337819914,0.0,False,False,False,True,False,True,False,True,True,False,False,True,False,False
1.0,0.9857142857142858,0.16574972491747525,0.30020245813281776,0.0,True,True,False,False,False,False,False,False,True,False,False,False,False,True
0.08196721311475413,0.24285714285714283,0.33840152045613686,0.11206075400567736,0.0,True,False,False,True,False,False,False,True,True,False,False,False,False,False
0.8688524590163934,0.05714285714285714,0.3961188356506951,0.03675248162080101,1.0,False,True,False,False,False,False,False,True,True,False,False,False,True,False
0.6721311475409837,0.24285714285714283,0.06822046613984195,0.05870102577998447,1.0,False,False,False,True,False,False,False,False,True,False,True,False,False,False
0.04918032786885246,0.8857142857142858,0.46784035210563174,0.4988054851836382,0.0,False,False,False,False,False,False,True,False,True,False,True,False,True,False
0.8688524590163934,0.5142857142857143,0.5245573672101629,0.31729484696129395,0.0,True,False,False,True,True,False,False,False,False,True,False,False,False,True
0.459016393442623,1.0,0.2644793438031409,0.38900005088076983,0.0,True,False,False,False,False,True,False,False,True,False,False,False,False,False
0.278688524590164,0.7714285714285715,0.9619885965789736,0.7581057207734351,0.0,True,False,False,False,True,False,False,True,False,True,False,True,False,False
0.4098360655737705,0.15714285714285714,0.5352605781734521,0.10551251726100534,0.0,True,False,False,True,False,False,False,True,True,False,True,False,False,True
0.7049180327868853,0.7285714285714286,0.5817745323597079,0.4837412275044876,0.0,True,True,False,False,False,True,False,True,True,False,False,False,True,False
0.5409836065573771,0.8,0.8938681604481344,0.7373901478263855,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0.14754098360655743,0.6428571428571429,0.27408222466740023,0.257864924572217,1.0,True,False,False,True,False,False,False,True,True,False,False,False,True,False
1.0,0.6142857142857143,0.6341902570771232,0.4359712843134587,0.0,True,False,False,False,False,False,False,True,True,False,True,False,True,False
0.5737704918032788,0.32857142857142857,0.4491347404221266,0.18720928443888574,0.0,False,True,False,False,True,False,False,True,False,True,False,False,False,True
0.21311475409836067,0.11428571428571427,0.3714114234270281,0.0631359356677746,0.0,True,False,True,False,True,False,False,True,False,True,False,False,True,False
0.4918032786885246,0.15714285714285714,0.37721316394918475,0.08070281725639057,1.0,True,False,False,False,False,True,True,False,True,False,True,False,False,True
0.7704918032786886,0.11428571428571427,0.02380714214264279,0.02646746648081381,0.0,True,False,False,True,False,False,False,False,True,False,True,False,True,False
0.2295081967213115,0.3,0.821146343903171,0.2639552343887741,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.11475409836065575,0.22857142857142856,0.5855756727018104,0.15749254833377313,1.0,True,False,True,False,False,False,False,False,True,False,False,False,True,False
0.21311475409836067,0.45714285714285713,0.9327798339501849,0.44451570381712274,1.0,False,False,True,False,True,False,True,False,True,False,True,True,False,False
0.3606557377049181,0.6571428571428571,0.84555366609983,0.5802679641657389,0.0,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.9672131147540984,0.19999999999999998,0.9849954986495948,0.2093637182246635,1.0,True,False,True,False,False,False,True,False,True,False,False,False,False,False
0.9180327868852459,0.45714285714285713,0.03361008302490748,0.09415072303940421,1.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False
1.0,0.19999999999999998,0.6483945183555067,0.150222514622305,0.0,True,True,False,False,False,True,False,True,True,False,True,True,False,False
0.639344262295082,0.3714285714285714,0.9546864059217766,0.3714521016716108,0.0,True,False,True,False,False,True,False,False,True,False,True,False,True,False
0.3278688524590164,0.8571428571428572,0.7685305591677503,0.6976522666199669,0.0,False,True,False,False,False,False,True,False,True,False,True,False,True,False
0.24590163934426235,0.9571428571428572,0.31719515854756425,0.41616683212777467,0.0,True,True,False,False,True,False,True,False,True,False,False,False,False,True
0.7213114754098361,0.6714285714285715,0.11233370011003302,0.17672666258831662,0.0,False,False,False,True,True,False,False,False,True,False,True,False,True,False
0.278688524590164,0.09999999999999999,0.668300490147044,0.0825037598522328,1.0,False,True,False,False,False,False,True,False,True,False,False,False,False,False
0.7540983606557378,0.07142857142857142,0.6583975192557767,0.0632294142913433,1.0,False,True,False,False,False,False,True,False,True,False,True,False,False,False
0.8524590163934428,0.8857142857142858,0.29218765629688903,0.3698239170383133,0.0,False,False,True,False,False,False,True,False,True,False,False,True,False,False
0.37704918032786894,0.014285714285714285,0.8057417225167549,0.02373528747043295,1.0,False,False,False,False,False,False,False,True,True,False,True,False,True,False
0.4098360655737705,0.3,0.6320896268880662,0.2146186367976827,0.0,True,False,False,False,True,False,False,False,True,False,True,True,False,False
0.39344262295081966,0.2857142857142857,0.41462438731619483,0.15001425844827856,0.0,False,False,True,False,False,False,False,True,True,False,False,True,False,False
0.9672131147540984,0.07142857142857142,0.4657397219165749,0.04518449012143939,1.0,False,False,False,False,False,False,False,True,True,False,True,False,True,False
0.9672131147540984,0.9857142857142858,0.24757427228168455,0.3722129466710369,0.0,True,True,False,False,False,False,False,True,True,False,False,False,True,False
0.9672131147540984,0.17142857142857143,0.5385615684705412,0.11410308443959566,0.0,True,False,False,True,False,False,False,False,True,False,False,True,False,False
0.7213114754098361,0.0,0.5020506151845552,0.009708760840266333,0.0,False,True,False,False,True,False,False,False,True,False,False,False,False,True
0.6557377049180328,0.3,0.9433830149044713,0.3002391396180156,1.0,False,True,False,False,False,False,True,False,True,False,True,False,True,False
0.459016393442623,0.32857142857142857,0.5092527758327499,0.20258355983164386,1.0,True,False,False,True,False,False,False,False,True,False,False,False,True,False
0.2295081967213115,0.9,0.7775332599779934,0.7418274242616077,0.0,False,False,True,False,False,True,False,False,True,False,True,False,False,False
0.7213114754098361,0.5714285714285715,0.614184255276583,0.39450109038672937,1.0,True,True,False,False,False,False,False,False,False,True,False,False,True,False
0.0,0.3,0.22506752025607685,0.11068460667390043,1.0,True,True,False,False,True,False,True,False,True,False,False,False,False,True
0.39344262295081966,0.8571428571428572,0.049314794438331505,0.18192951711782923,0.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0.09836065573770492,0.15714285714285714,0.7019105731719515,0.12881472655136061,0.0,True,True,False,False,False,True,False,True,True,False,True,False,False,False
0.1311475409836066,0.04285714285714286,0.8023407022106632,0.0475782528490273,0.0,False,True,False,False,True,False,True,False,False,True,False,False,False,True
0.37704918032786894,0.15714285714285714,0.8749624887466239,0.1509076301039033,1.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.0,0.45714285714285713,0.68370511153346,0.34560467061801203,0.0,False,False,True,False,True,False,False,True,True,False,False,False,True,False
0.7049180327868853,0.2857142857142857,0.4342302690807242,0.15630927461771388,0.0,True,True,False,False,False,False,False,True,True,False,False,False,True,False
0.11475409836065575,0.7285714285714286,0.49254776432929886,0.42662105540915835,0.0,False,True,False,False,False,True,False,False,True,False,False,False,True,False
0.37704918032786894,0.6571428571428571,0.7604281284385317,0.5338303871789927,0.0,True,False,False,True,False,False,False,False,False,True,False,False,False,False
0.1639344262295082,0.8285714285714286,0.17795338601580474,0.26153662291314894,0.0,False,False,False,True,True,False,False,False,False,True,False,True,False,False
0.8196721311475411,0.6571428571428571,0.4526357907372211,0.3650340250357053,1.0,False,False,False,True,False,False,False,True,True,False,True,False,True,False
0.2622950819672132,0.7857142857142857,0.053716114834450324,0.1686531860236442,0.0,True,True,False,False,True,False,False,False,True,False,True,False,False,True
0.11475409836065575,0.17142857142857143,0.10513153946183856,0.04927625063157236,0.0,False,True,False,False,False,True,True,False,False,True,False,False,True,False
0.5573770491803279,0.6142857142857143,0.23066920076022807,0.22674719238729024,0.0,False,False,False,True,False,True,True,False,True,False,True,True,False,False
0.5573770491803279,0.4857142857142857,0.6299889966990098,0.3437741461792684,1.0,True,False,False,False,False,False,True,False,True,False,True,False,False,False
0.5245901639344263,0.39999999999999997,0.9201760528158449,0.3853437350981467,1.0,True,False,False,False,False,False,True,False,True,False,True,True,False,False
0.9508196721311476,0.7857142857142857,0.36480944283284983,0.37658987614674017,1.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False
0.0655737704918033,0.05714285714285714,0.5002500750225067,0.042427462363021286,1.0,False,False,False,False,False,False,False,False,True,False,True,False,True,False
0.6721311475409837,0.9428571428571428,0.5704711413424026,0.6092617200303392,1.0,True,False,True,False,False,False,False,False,True,False,False,False,True,False
0.6229508196721312,0.7428571428571429,0.2844853456036811,0.3024092636132683,1.0,True,False,False,True,False,False,True,False,True,False,False,False,False,True
0.9344262295081968,0.8428571428571429,0.6898069420826247,0.6311747659780409,0.0,False,True,False,False,False,False,False,True,True,False,False,False,False,True
0.6557377049180328,0.07142857142857142,0.21226367910373112,0.02647219957567805,0.0,True,False,False,True,False,False,False,True,True,False,False,False,False,True
0.4426229508196722,0.6714285714285715,0.18915674702410723,0.22027705170787817,0.0,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0.09836065573770492,0.4857142857142857,0.20566169850955285,0.16588077570691734,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True
0.1311475409836066,0.24285714285714283,0.4792437731319396,0.14654844973394093,1.0,True,False,True,False,False,False,False,True,True,False,False,True,False,False
0.11475409836065575,0.14285714285714285,0.25007502250675206,0.06019668375708339,1.0,False,False,False,True,True,False,False,True,True,False,True,False,True,False
0.18032786885245905,0.7142857142857143,0.43312993898169444,0.38012431473660924,1.0,True,True,False,False,False,False,False,False,True,False,True,True,False,False
0.5409836065573771,0.3142857142857143,0.3768130439131739,0.15565965734759732,1.0,True,True,False,False,False,False,True,False,False,True,False,False,True,False
0.5245901639344263,0.6571428571428571,0.8310493147944382,0.5737220939684989,1.0,True,False,False,False,False,False,False,False,True,False,True,False,True,False
0.7704918032786886,0.8285714285714286,0.21896568970691205,0.2910332701070744,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0.8852459016393442,0.8,0.3059917975392618,0.33864702116758355,0.0,False,False,False,True,True,False,True,False,True,False,False,True,False,False
0.3606557377049181,0.7857142857142857,0.952485745723717,0.7651178008148024,1.0,False,False,True,False,False,False,False,True,True,False,True,False,True,False
1.0,0.3714285714285714,0.2444733420026008,0.13955293552459852,0.0,True,True,False,False,False,False,False,False,True,False,False,False,True,False
0.37704918032786894,0.4857142857142857,0.7969390817245172,0.41384288254943424,0.0,True,False,False,False,False,True,True,False,True,False,False,False,False,False
0.5901639344262296,0.7714285714285715,0.14144243272981893,0.22017055707343283,0.0,False,False,False,True,False,True,True,False,True,False,False,False,True,False
0.5573770491803279,0.11428571428571427,0.5866760028008402,0.0807951126062432,1.0,True,False,False,False,False,False,True,False,True,False,False,False,False,True
0.7049180327868853,0.24285714285714283,0.09182754826447931,0.06249105149252231,1.0,False,False,False,True,False,False,True,False,True,False,False,False,False,True
0.639344262295082,0.6142857142857143,0.40992297689306795,0.3162452831751494,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True
0.34426229508196726,0.2857142857142857,0.9556867060118035,0.28489207952072687,1.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0.42622950819672134,0.7857142857142857,0.64259277783335,0.5593583343292555,1.0,False,True,False,False,False,False,True,False,True,False,False,False,True,False
0.5573770491803279,0.6714285714285715,0.20756226868060418,0.23234407706425064,1.0,False,False,False,False,True,False,True,False,False,True,False,False,False,False
0.0,0.0,0.8088426527958388,0.011341678568428128,1.0,True,True,False,False,False,False,False,False,True,False,True,False,True,False
0.5573770491803279,0.3714285714285714,0.6544963489046713,0.2704940049437176,0.0,True,False,False,True,False,True,True,False,True,False,True,True,False,False
0.5901639344262296,0.6285714285714286,0.92777833350005,0.6001966600916091,1.0,True,False,True,False,False,False,True,False,True,False,True,False,False,False
0.7540983606557378,0.8857142857142858,0.22866860058017408,0.3172415996440713,1.0,True,True,False,False,False,False,True,False,True,False,False,True,False,False
0.21311475409836067,0.8142857142857143,0.12113634090227071,0.22336184628564468,0.0,True,False,False,False,True,False,True,False,True,False,True,False,True,False
0.032786885245901676,0.5571428571428572,0.6348904671401419,0.39352607284469654,1.0,False,True,False,False,False,False,True,False,True,False,False,False,False,True
0.0,0.8857142857142858,0.9136741022306691,0.8271367260946171,1.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.0655737704918033,0.5285714285714286,0.7778333500050014,0.43793433540840104,1.0,False,False,False,True,False,False,True,False,False,True,False,False,False,False
0.4098360655737705,0.39999999999999997,0.4110233069920976,0.21033518594554815,0.0,False,False,True,False,False,False,False,False,False,True,False,False,True,False
0.8852459016393442,0.5571428571428572,0.43162948884665403,0.30173716414254664,1.0,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0.21311475409836067,0.2571428571428571,0.3324997499249775,0.11981947976187801,1.0,False,True,False,False,False,False,True,False,True,False,True,False,False,False
0.6229508196721312,0.7857142857142857,0.9173752125637691,0.7399637681588144,0.0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
0.42622950819672134,0.6142857142857143,0.8116434930479144,0.5295209043051048,1.0,True,False,False,True,False,False,False,False,True,False,True,False,True,False
0.1311475409836066,0.9142857142857143,0.2672801840552166,0.3574374077786048,0.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0.2295081967213115,0.17142857142857143,0.32059617885365604,0.0782380581058391,1.0,True,False,False,True,False,False,True,False,False,True,False,False,True,False
0.2295081967213115,0.41428571428571426,0.7398219465839753,0.3328347806743004,1.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0.4098360655737705,0.6857142857142857,0.4241272381714514,0.3633076286839748,0.0,False,False,True,False,False,True,False,False,True,False,True,True,False,False
0.6721311475409837,0.8857142857142858,0.6096829048714614,0.6023620509919976,0.0,True,False,False,True,True,False,True,False,True,False,True,False,False,True
0.9672131147540984,1.0,0.15534660398119432,0.29841571482156826,0.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False
0.1967213114754099,0.4857142857142857,0.8266479943983194,0.4276907348484759,0.0,True,False,True,False,False,False,False,False,True,False,False,False,False,False
0.8196721311475411,0.14285714285714285,0.556366910073022,0.10058773205476665,0.0,False,False,False,False,True,False,False,True,True,False,False,False,False,True
0.5081967213114754,0.6857142857142857,0.825747724317295,0.597278707107807,1.0,True,False,False,True,False,False,False,True,False,True,False,False,False,True
0.6229508196721312,0.5571428571428572,0.7149144743423026,0.4309885186951331,0.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False
0.7868852459016394,0.2857142857142857,0.428928678603581,0.1561223173705765,1.0,True,False,True,False,False,True,True,False,True,False,False,False,True,False
0.836065573770492,0.6571428571428571,0.6806041812543764,0.49092606550839946,0.0,True,False,True,False,False,False,True,False,True,False,False,False,False,True
0.9836065573770493,0.028571428571428574,0.05971791537461235,0.010532319346643587,1.0,False,False,False,False,False,False,False,True,True,False,False,False,True,False
0.5081967213114754,0.41428571428571426,0.4361308392517755,0.22606444345312404,1.0,False,False,False,False,True,False,True,False,True,False,True,True,False,False
0.04918032786885246,0.9428571428571428,0.43573071921576473,0.5058850118268208,0.0,True,False,False,False,False,False,True,False,True,False,True,False,True,False
0.47540983606557385,0.8714285714285714,0.4205261578473542,0.45251463413768345,1.0,False,True,False,False,False,False,False,True,True,False,True,False,True,False
0.5901639344262296,0.5142857142857143,0.11743523056917077,0.13718520481876392,1.0,True,False,False,True,False,False,False,False,True,False,True,False,True,False
0.3606557377049181,0.3,0.48694608382514754,0.17775137762642396,0.0,False,True,False,False,True,False,True,False,True,False,True,False,False,False
0.6229508196721312,0.42857142857142855,0.7617285185555667,0.35404969512952705,1.0,True,False,False,False,False,False,True,False,True,False,False,False,False,False
